latitude_dd,longitude_dd,latitude,longitude,eventName,hwmTypeName,hwmQualityName,verticalDatumName,verticalMethodName,approvalMember,markerName,horizontalMethodName,horizontalDatumName,flagMemberName,surveyMemberName,site_no,siteDescription,sitePriorityName,networkNames,stateName,countyName,siteZone,sitePermHousing,site_latitude,site_longitude,hwm_id,waterbody,site_id,event_id,hwm_type_id,hwm_quality_id,hwm_locationdescription,survey_date,elev_ft,vdatum_id,vcollect_method_id,bank,approval_id,marker_id,height_above_gnd,hcollect_method_id,peak_summary_id,hwm_notes,hwm_environment,flag_date,stillwater,hdatum_id,flag_member_id,survey_member_id,uncertainty,hwm_uncertainty,hwm_label,last_updated,last_updated_by,horizontal_datums,vertical_collect_methods,horizontal_collect_methods,hwm_types,hwm_qualities,event,peak_summary,survey_member,marker,approval,files,site,vertical_datums,flag_member,Links
33.69615,-78.98503,33.69615,-78.98503,2018 Florence,Seed line,Good: +/- 0.10 ft,NAVD88,RT-GNSS,Andy Caldwell,Nail and HWM tag,Phone/Car GPS,NAD83,Andy Caldwell,Andy Caldwell,SCHOR18628,RESIDENCE AT 29 SMITH BLVD,,South Atlantic,SC,Horry County,,No,33.69615,-78.98503,34102,AIW,18628,283,5,2,"Marked on next side, counter clockwise, on post of where the green chip is stuck. Green hwm disk and orange flagging to help identify where mark is.",10/4/2018 4:00:00 AM,11,2,6,N/A,18261,6,3.69,3,,Level III survey,Riverine,10/2/2018 4:00:00 AM,0,2,1381,1381,0.14,,HWM1,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
33.9831455,-77.9196642,33.9831455,-77.9196642,2018 Florence,Debris,Poor: +/- 0.40 ft,NAVD88,RT-GNSS,Steve Harden,Stake,Map (digital or paper),NAD83,Cristal Younker,Gerard Gonthier,NCNEW27410,The Beach House and Grill on Fort Fisher.,,,NC,New Hanover County,,No,33.9831455,-77.9196642,34103,Cape Fear River/AIW,27410,283,2,4,Sea grass wash line on the left side of Beach House Grill facing water,10/2/2018 4:00:00 AM,5.36,2,6,N/A,18788,7,0,4,,Level II survey,Riverine,10/2/2018 4:00:00 AM,0,2,1715,1919,0.06,,HWM-01,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
34.157475,-78.856483,34.157475,-78.856483,2018 Florence,Debris,VP: > 0.40 ft,NAVD88,RT-GNSS,Steve Harden,Nail and HWM tag,Phone/Car GPS,NAD83,Cristal Younker,David Stillwell,NCCOL27409,E 5th St / Hwy 410/701 at Grissett Swamp,,,NC,Columbus County,,No,34.157475,-78.856498,34104,Grissett Swamp,27409,283,2,5,HWM seed/debris line on tree off left downstream side of culvert crossing.,10/3/2018 4:00:00 AM,76.59,2,6,N/A,19540,6,4.65,3,,Level II Survey,Riverine,10/2/2018 4:00:00 AM,0,2,1715,1603,0.24,,HWM-01,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
34.23182,-77.909393,34.23182,-77.909393,2018 Florence,Seed line,Good: +/- 0.10 ft,NAVD88,RT-GNSS,Anthony Gotvald,Marker,Map (digital or paper),WGS84 (from Digital Map),Cristal Younker,Mary Winsor,NCNEW27407,House on Wayne Dr next to Burnt Mill Ck,,,NC,New Hanover County,,No,34.23182,-77.909393,34106,Burnt Mill creek,27407,283,5,2,HWM is seed line on east patio wall beneath deck on backside of house.,10/4/2018 4:00:00 AM,12.89,2,6,N/A,19451,4,0.83,4,,GNSS level II survey. This HWM likely reflects urban flash flooding.,Riverine,10/2/2018 4:00:00 AM,0,4,1715,1920,0.09,,HWM-01,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
34.221284,-77.891579,34.221284,-77.891579,2018 Florence,Seed line,Good: +/- 0.10 ft,NAVD88,RT-GNSS,Anthony Gotvald,Marker,Map (digital or paper),WGS84 (from Digital Map),Cristal Younker,Mary Winsor,NCNEW27412,House on Wilshire Blvd at Page Ave,,,NC,New Hanover County,,No,34.221579,-77.892509,34107,Headwaters of Burnt Mill Creek,27412,283,5,2,"HWM seed line along fence facing Page Ave, left side of house. HWM is from urban flooding, not riverine.",10/4/2018 4:00:00 AM,37.98,2,6,N/A,19459,4,1,4,,"GNSS level II survey.
This HWM elevation is considered to reflect poorly-drained urban flash flooding and not riverine flooding.",Riverine,10/2/2018 4:00:00 AM,0,4,1715,1920,0.09,,HWM-01,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
34.202129,-77.894399,34.202129,-77.894399,2018 Florence,Seed line,Good: +/- 0.10 ft,NAVD88,RT-GNSS,Anthony Gotvald,Nail and HWM tag,Map (digital or paper),WGS84 (from Digital Map),Cristal Younker,Gerard Gonthier,NCNEW27417,Seed line on fence in the backyard of private residence.,,,NC,New Hanover County,,No,34.202129,-77.894399,34108,Unnamed tributary/pond to Hewletts Creek,27417,283,5,2,"The HWM seed line is along fence on SE side of backyard behind house. This mark reflects localized ponding of rainfall, not riverine flooding.",10/4/2018 4:00:00 AM,37.59,2,6,N/A,19460,6,1.73,4,,"GNSS level II survey. This HWM is considered to reflect localized pooling of rainfall in a topographic depression, not riverine flooding.",Riverine,10/2/2018 4:00:00 AM,0,4,1715,1919,0.11,,HWM-01,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
34.214637,-77.925877,34.214637,-77.925877,2018 Florence,Seed line,Good: +/- 0.10 ft,NAVD88,RT-GNSS,Anthony Gotvald,Marker,Map (digital or paper),WGS84 (from Digital Map),Cristal Younker,Gerard Gonthier,NCNEW27420,Treman Family Dentist,,,NC,New Hanover County,,No,34.215313,-77.925883,34109,Tributary to Greenfield Lake,27420,283,5,2,HWM seed line marked on left side of door at rear entrance to office. This HWM reflects urban flash flooding.,10/4/2018 4:00:00 AM,16.56,2,6,N/A,19461,4,1.7,4,,Level II survey. Estimated HWM location from photos and Google Earth. This HWM elevation likely reflects poorly-drained urban flash flooding and not riverine flooding.,Riverine,10/2/2018 4:00:00 AM,0,4,1715,1919,0.11,,HWM-01,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
34.656351,-77.350133,34.656351,-77.350133,2018 Florence,Debris,Poor: +/- 0.40 ft,NAVD88,Level Gun,Steve Harden,Stake,Map (digital or paper),NAD83,Steve Harden,Steve Harden,NCONS13108,Boat ramp (# S452) dock off Julian C Smith St,,"South Atlantic, SWaTH",NC,Onslow County,,No,34.65574,-77.351535,34111,New River,13108,283,2,4,Near sensor site in grassy area between road and water. HWM very inconsistent but other areas had already been cleaned up.,9/26/2018 4:00:00 AM,5.6,2,2,N/A,18810,7,0,4,,HWM levels ran from BM1 at sensor site. HWM coordinates estimated from photos and Google Earth.,Riverine,9/26/2018 4:00:00 AM,0,2,761,761,0.06,,HWM-01,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
33.69375,-78.95223,33.69375,-78.95223,2018 Florence,Mud,Good: +/- 0.10 ft,NAVD88,RT-GNSS,Andy Caldwell,Nail and HWM tag,Phone/Car GPS,NAD83,Shannon Weld,Andy Caldwell,SCHOR18656,POWER POLE  AT END OF STREET AND SOUTH EAST CORNER OF PROPERTY NEXT TO METER BOX,,South Atlantic,SC,Horry County,,No,33.69375,-78.95223,34112,AIW,18656,283,1,2,"Mud line around wooden power pole. Nail in post with green HWM disk, pole is flagged with orange flagging.",10/6/2018 4:00:00 AM,10.15,2,6,N/A,18323,6,2.78,3,,Level II survey,Riverine,10/3/2018 4:00:00 AM,0,2,1914,1381,0.08,0.1,HWM,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
33.69534,-78.95356,33.69534,-78.95356,2018 Florence,Debris,Fair: +/- 0.20 ft,NAVD88,RT-GNSS,Andy Caldwell,Stake,Phone/Car GPS,NAD83,Shannon Weld,Andy Caldwell,SCHOR27423,Backside of Riverwalk apartment complex near golf cart path and AIW.,,South Atlantic,SC,Horry County,,No,33.69534,-78.95356,34113,AIW,27423,283,2,3,Pinestraw debris line around back of Riverwalk Apartments between the building and the golf cart path. Also marked with flagging.,10/6/2018 4:00:00 AM,10.08,2,6,N/A,18327,7,0,3,,Level II survey,Riverine,10/3/2018 4:00:00 AM,0,2,1914,1381,0.08,0.2,HWM,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
35.11139,-79.90636,35.11139,-79.90636,2018 Florence,Mud,Fair: +/- 0.20 ft,NAVD88,RT-GNSS,Anthony Gotvald,Nail and HWM tag,Handheld GPS,NAD83,Bryce McClenney,Bryce McClenney,NCRIC27102,Grassy Island Rd NW of Little River,,,NC,Richmond County,,No,35.11139,-79.90636,34114,Little River,27102,283,1,3,Mud line on tree approx 30 ft from Grassy Island Rd. Mark correlates well with other marks on trees,10/2/2018 4:00:00 AM,199.83,2,6,N/A,19440,6,4.34,1,,GNSS level II survey.,Riverine,10/3/2018 4:00:00 AM,0,2,13,13,0.07,0.2,HWM-01,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
33.834,-78.957,33.834,-78.957,2018 Florence,Mud,Excellent: +/- 0.05 ft,NAVD88,RT-GNSS,Andy Caldwell,Marker,Phone/Car GPS,NAD83,Shannon Weld,Laura LaPolice,SCHOR27426,Residence on Murrell's Landing Rd,,South Atlantic,SC,Horry County,,No,33.834,-78.957,34115,Waccamaw River,27426,283,1,1,Mud line on outside walk in door entrance frame leading into basement on left side of residence,10/4/2018 4:00:00 AM,17.68,2,6,N/A,18254,4,4.61,3,,Level III survey,Riverine,10/3/2018 4:00:00 AM,0,2,1914,1598,0.11,0.05,HWM,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
33.71841,-78.95443,33.71841,-78.95443,2018 Florence,Seed line,Fair: +/- 0.20 ft,NAVD88,RT-GNSS,Andy Caldwell,Marker,Phone/Car GPS,NAD83,Shannon Weld,Andy Caldwell,SCHOR27425,Neighborhood.  HWM is a seed line along the back yard fence of residence.,,South Atlantic,SC,Horry County,,No,33.71841,-78.95443,34116,Socastee Swamp,27425,283,5,3,Seed line along fence of right side of backyard.,10/6/2018 4:00:00 AM,11.82,2,6,N/A,18328,4,1.13,3,,Level II survey,Riverine,10/3/2018 4:00:00 AM,0,2,1914,1381,0.08,0.2,HWM,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
33.691905,-79.043072,33.691905,-79.043072,2018 Florence,Mud,Good: +/- 0.10 ft,NAVD88,RT-GNSS,Andy Caldwell,Nail and HWM tag,Phone/Car GPS,NAD83,Shannon Weld,Andy Caldwell,SCHOR18717,Power pole (20Y 5 3D) across from Peachtree Dr. residence.,,South Atlantic,SC,Horry County,,No,33.691905,-79.043072,34117,AIW / Waccamaw River,18717,283,1,2,Mud line around power pole on Peachtree Drive. Orange flagging wrapped around pole.,10/6/2018 4:00:00 AM,11.54,2,6,N/A,18325,6,2.56,3,,Level II survey - taped up 2.46 ft to hwm during survey.,Riverine,10/3/2018 4:00:00 AM,0,2,1914,1381,0.08,0.1,HWM,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
33.73125,-79.03036,33.73125,-79.03036,2018 Florence,Mud,Good: +/- 0.10 ft,NAVD88,RT-GNSS,Andy Caldwell,Nail and HWM tag,Phone/Car GPS,NAD83,Shannon Weld,Andy Caldwell,SCHOR27431,Residence lot along Highway 814,,South Atlantic,SC,Horry County,,No,33.73125,-79.03036,34118,Waccamaw,27431,283,1,2,Mud line around power pole on lot along Highway 814. Green disk  and orange flagging.,10/6/2018 4:00:00 AM,12.54,2,6,N/A,18318,6,1.87,3,,Level III survey,Riverine,10/3/2018 4:00:00 AM,0,2,1914,1381,0.05,0.1,HWM,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
34.56802,-77.274788,34.56802,-77.274788,2018 Florence,Other (Note in Description box),Poor: +/- 0.40 ft,NAVD88,Level Gun,Steve Harden,Paint,Phone/Car GPS,NAD83,Steve Harden,Steve Harden,NCONS26864,Ocean Drive alarm pole at Onslow Beach,,South Atlantic,NC,Onslow County,,No,34.56784,-77.27452,34119,Atlantic Ocean,26864,283,9,4,At building BA110- Bathrooms behind gazebo at water tower on Onslow beach. Grass wash line on berm around bathrooms.,9/26/2018 4:00:00 AM,6.34,2,2,N/A,18618,3,0,3,,"Ran levels from GNSS TBM, Level III",Coastal,9/26/2018 4:00:00 AM,0,2,761,761,0.04,,HWM-01,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
35.376911,-76.749151,35.376911,-76.749151,2018 Florence,Seed line,Good: +/- 0.10 ft,NAVD88,Level Gun,Steve Harden,Marker,Map (digital or paper),WGS84 (from Digital Map),Kris McSwain,Kris McSwain,NCBEA11728,Aurora Ferry Terminal,,"South Atlantic, SWaTH",NC,Beaufort County,,No,35.377094,-76.748209,34120,Pamlico River,11728,283,5,2,Black seedline on floor of Men's restroom.  Marked on inside of entrance door frame.,9/23/2018 4:00:00 AM,6.78,2,2,N/A,18497,4,,4,,"HWM coordinates on field sheet incorrect, estimated using Google earth. Levels ran from RM2 (GNSS level II).",Riverine,9/20/2018 4:00:00 AM,0,4,1665,1665,0.07,,HWM-01,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
35.37704,-76.748374,35.37704,-76.748374,2018 Florence,Debris,Poor: +/- 0.40 ft,NAVD88,Level Gun,Steve Harden,Tape,Map (digital or paper),WGS84 (from Digital Map),Kris McSwain,Kris McSwain,NCBEA11728,Aurora Ferry Terminal,,"South Atlantic, SWaTH",NC,Beaufort County,,No,35.377094,-76.748209,34121,Pamlico River,11728,283,2,4,Debris line caught in linked fencing on the east (sensor) side of the ferry loading ramp,9/23/2018 4:00:00 AM,7.73,2,2,N/A,18498,2,,4,,Levels ran from RM2 (GNSS level II).,Riverine,9/20/2018 4:00:00 AM,0,4,1665,1665,0.07,,HWM-02,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
33.854,-79.044,33.854,-79.044,2018 Florence,Mud,Excellent: +/- 0.05 ft,NAVD88,RT-GNSS,Andy Caldwell,Marker,Phone/Car GPS,NAD83,Shannon Weld,Laura LaPolice,SCHOR27433,City of Conway pump station no. 2 on Sherwood Drive;,,South Atlantic,SC,Horry County,,No,33.854,-79.044,34123,Kingston Lake,27433,283,1,1,City of Conway pump station no. 2 on Sherwood drive.,10/5/2018 4:00:00 AM,15.45,2,6,N/A,18297,4,3.58,3,,Level II survey,Riverine,10/3/2018 4:00:00 AM,0,2,1914,1598,0.06,0.05,HWM1,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
35.021828,-78.805621,35.021828,-78.805621,2018 Florence,Seed line,Excellent: +/- 0.05 ft,NAVD88,RT-GNSS,Anthony Gotvald,Marker,Phone/Car GPS,WGS84 (from Digital Map),David Stillwell,David Stillwell,NCCUM27391,Judson Church Rd at Locks Creek,,,NC,Cumberland County,,No,35.021698,-78.805162,34124,Locks Creek,27391,283,5,1,"HWM seed line on secure underpinning of mobile home, which was anchored. On right downstream bank, near NW corner of bridge.",10/2/2018 4:00:00 AM,97.21,2,6,Left,19319,4,1.46,3,,GNSS level III survey. Estimated HWM location from photos and Google Earth.,Riverine,10/2/2018 4:00:00 AM,0,4,1603,1603,0.11,0.05,HWM-01,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
35.025469,-76.698315,35.025469,-76.698315,2018 Florence,Seed line,Excellent: +/- 0.05 ft,NAVD88,Level Gun,Steve Harden,Marker,Map (digital or paper),WGS84 (from Digital Map),Kris McSwain,Kris McSwain,NCPAM13231,Oriental Harbor Marina,,"South Atlantic, SWaTH",NC,Pamlico County,,No,35.024681,-76.698854,34125,Greens Creek at Neuse River,13231,283,5,1,Seed line in wood and glass doorway of O'Town Pub,9/27/2018 4:00:00 AM,8.12,2,2,N/A,18517,4,2.8,4,,Levels ran from RP2.,Riverine,9/20/2018 4:00:00 AM,0,4,1665,1665,,,HWM-01,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
34.730204,-77.54425,34.730204,-77.54425,2018 Florence,Seed line,Good: +/- 0.10 ft,NAVD88,RT-GNSS,Eric Frantz,Nail and HWM tag,Map (digital or paper),WGS84 (from Digital Map),Cristal Younker,James Chapman,NCONS27427,Holly Shelter Rd crossing Harris Creek.,,,NC,Onslow County,,No,34.730204,-77.54425,34126,Harris Creek,27427,283,5,2,"Seed line on the bottom bridge beam, left downstream side. Height was 3.7 ft above top of  stream bank. Does not appear to have topped bridge.",10/4/2018 4:00:00 AM,25.11,2,6,N/A,18679,6,3.7,4,,Level II survey,Riverine,10/3/2018 4:00:00 AM,0,4,1715,1722,0.07,,HWM-01,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
35.025509,-76.698386,35.025509,-76.698386,2018 Florence,Seed line,Good: +/- 0.10 ft,NAVD88,Level Gun,Steve Harden,Marker,Map (digital or paper),WGS84 (from Digital Map),Kris McSwain,Kris McSwain,NCPAM13231,Oriental Harbor Marina,,"South Atlantic, SWaTH",NC,Pamlico County,,No,35.024681,-76.698854,34128,Greens Creek at Neuse River,13231,283,5,2,Seed line on inside of tan exterior door for the O'town pub.  Door is next to the brick exterior wall .,9/27/2018 4:00:00 AM,8.1,2,2,N/A,18518,4,2.8,4,,Levels ran from RP2.,Riverine,9/20/2018 4:00:00 AM,0,4,1665,1665,,,HWM-02,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
34.757139,-77.543711,34.757139,-77.543711,2018 Florence,Seed line,Good: +/- 0.10 ft,NAVD88,RT-GNSS,Eric Frantz,Nail and HWM tag,Map (digital or paper),WGS84 (from Digital Map),Cristal Younker,James Chapman,NCONS27434,Southwest Creek at Blue Creek rd.,,,NC,Onslow County,,No,34.75748,-77.542405,34129,Southwest Creek,27434,283,5,2,Seed line inside shed that has been transferred to the outside. Located at bait and tackle shop next to Southwest Ck,10/4/2018 4:00:00 AM,34.09,2,6,N/A,18680,6,3.54,4,,Level II survey. Estimated HWM location from photos and Google Earth.,Riverine,10/3/2018 4:00:00 AM,0,4,1715,1722,0.07,,HWM-01,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
34.89775,-78.810318,34.89775,-78.810318,2018 Florence,Mud,Fair: +/- 0.20 ft,NAVD88,RT-GNSS,Steve Harden,Nail and HWM tag,Phone/Car GPS,WGS84 (from Digital Map),David Stillwell,David Stillwell,NCCUM27393,House at end of Chimney Brook Rd,,,NC,Cumberland County,,No,34.89775,-78.810318,34130,Cape Fear River,27393,283,1,3,"Elevated mobile home at end of Chimney Brook Rd near Cape Fear R. HWM mud line marked on N side of fence behind house. Nail driven through green disc on picket, into post at mud-line.",10/2/2018 4:00:00 AM,69.59,2,6,N/A,19506,6,5.13,3,,GNSS level III survey. Estimated HWM location from photos and Google Earth.,Riverine,10/2/2018 4:00:00 AM,0,4,1603,1603,0.11,0.2,HWM-01,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
34.690593,-78.57878,34.690593,-78.57878,2018 Florence,Seed line,Good: +/- 0.10 ft,NAVD88,RT-GNSS,Anthony Gotvald,Nail and HWM tag,Phone/Car GPS,WGS84 (from Digital Map),David Stillwell,David Stillwell,NCBLA27405,Excellent seed line on Barn on left bank of Turnbull Creek on private property south of Sweet Home Church Rd.,,,NC,Bladen County,,No,34.690593,-78.57878,34131,Turnbull Creek,27405,283,5,2,"Good seed line on barn; Outside mark, next to fence over-topped with heavy pine straw.",10/3/2018 4:00:00 AM,57.259,2,6,N/A,19289,6,5.87,3,,,Riverine,10/3/2018 4:00:00 AM,0,4,1603,1603,0.11,0.1,HWM-01,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
33.521,-79.095,33.521,-79.095,2018 Florence,Seed line,Good: +/- 0.10 ft,NAVD88,RT-GNSS,Andy Caldwell,Nail and HWM tag,Phone/Car GPS,NAD83,Andy Caldwell,Andy Caldwell,SCGEO27436,Nail and disk on fence around pump house behind Courtyard Café at Brookgreen Gardens.,,South Atlantic,SC,Georgetown County,,No,33.521,-79.095,34132,Waccamaw River,27436,283,5,2,HWM Disc w/nail and Flagging Tape. Nail and disk on fence around pump house.,10/4/2018 4:00:00 AM,7.13,2,6,N/A,18258,6,3.14,3,,Level III survey,Riverine,10/3/2018 4:00:00 AM,0,2,1381,1381,0.14,,HWM1,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
34.794633,-78.303898,34.794633,-78.303898,2018 Florence,Seed line,Good: +/- 0.10 ft,NAVD88,RT-GNSS,Steve Harden,Marker,Map (digital or paper),WGS84 (from Digital Map),David Stillwell,David Stillwell,NCSAM27418,House on W Magnolia - Lisbon Rd,,,NC,Sampson County,,No,34.79456,-78.303928,34133,Six Runs Creek,27418,283,5,2,HMW is seed line on side of aluminum above ground pool and pressure treated deck post located at N side of property behind house.,10/3/2018 4:00:00 AM,57.53,2,6,N/A,19487,4,3.33,4,,GNSS level III survey,Riverine,10/3/2018 4:00:00 AM,0,4,1603,1603,0.11,0.1,HWM-01,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
33.85299,-79.04788,33.85299,-79.04788,2018 Florence,Mud,Excellent: +/- 0.05 ft,NAVD88,RT-GNSS,Andy Caldwell,Nail and HWM tag,Phone/Car GPS,NAD83,Shannon Weld,Laura LaPolice,SCHOR27435,Intersection of Snowhill Rd and Snyder Dr,,South Atlantic,SC,Horry County,,No,33.85299,-79.04788,34134,Crabtree Swamp,27435,283,1,1,Mud line inside carport behind brick home on Snyder Dr.,10/5/2018 4:00:00 AM,15.44,2,6,N/A,18298,6,3.06,3,,Level II survey,Riverine,10/3/2018 4:00:00 AM,0,2,1914,1598,0.06,0.05,HWM,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
33.436,-79.182,33.436,-79.182,2018 Florence,Mud,Good: +/- 0.10 ft,NAVD88,RT-GNSS,Andy Caldwell,Nail and HWM tag,Phone/Car GPS,NAD83,Andy Caldwell,Andy Caldwell,SCGEO27438,Post in center of floating dock entrance at Hagley Landing at the end of Hagley Dr.,,South Atlantic,SC,Georgetown County,,No,33.436,-79.182,34135,Waccamaw River,27438,283,1,2,mud line on post at entrance of dock - pink flagging with nail and disk,10/4/2018 4:00:00 AM,4.54,2,6,N/A,18259,6,1.33,3,,Level III survey,Riverine,10/3/2018 4:00:00 AM,0,2,1381,1381,0.14,,HWM1,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
33.80967,-79.07031,33.80967,-79.07031,2018 Florence,Mud,Excellent: +/- 0.05 ft,NAVD88,RT-GNSS,Andy Caldwell,Marker,Phone/Car GPS,NAD83,Shannon Weld,Laura LaPolice,SCHOR27437,Utility Station on Harvest View Ave and near intersection with Pine Ridge Rd,,South Atlantic,SC,Horry County,,No,33.80967,-79.07031,34136,Bear Swamp,27437,283,1,1,"Mud line on corner fence post of vinyl fence, next to chain link fence surrounding utility area. Fence post flagged with orange flagging tape.",10/5/2018 4:00:00 AM,13.77,2,6,N/A,18299,4,1.97,3,,Level II survey,Riverine,10/3/2018 4:00:00 AM,0,2,1914,1598,0.06,0.05,hwm,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
33.469,-79.138,33.469,-79.138,2018 Florence,Mud,Good: +/- 0.10 ft,NAVD88,RT-GNSS,Andy Caldwell,Nail and HWM tag,Phone/Car GPS,NAD83,Andy Caldwell,Andy Caldwell,SCGEO27441,Nail on power pole 53 1/2 in front yard of 3701 Kings River Road,,South Atlantic,SC,Georgetown County,,No,33.469,-79.138,34137,Waccamaw River,27441,283,1,2,nail on power pole 53 1/2 in front yard of 3701 Kings River Road - HWM Disc w/nail and Flagging Tape,10/4/2018 4:00:00 AM,5.07,2,6,N/A,18260,6,0.94,3,,Level III survey,Riverine,10/3/2018 4:00:00 AM,0,2,1381,1381,0.14,,HWM1,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
33.65,-79.062,33.65,-79.062,2018 Florence,Seed line,Fair: +/- 0.20 ft,NAVD88,RT-GNSS,Andy Caldwell,Stake,Phone/Car GPS,WGS84 (from Digital Map),Andy Caldwell,Andy Caldwell,SCHOR27448,"Seed line on back of residence at Guinever Court, Myrtle Beach, SC. Flagging is on large
palm tree in front yard to denote which house HWM is behind.",,South Atlantic,SC,Horry County,,No,33.65,-79.062,34138,Waccamaw River,27448,283,5,3,"Seed line on back of residence at 7324 Guinever Court, Myrtle Beach, SC. Flagging is on large
palm tree in front yard to denote which house HWM is behind. Stake leveled with seed line on wall.",10/4/2018 4:00:00 AM,11.3,2,6,N/A,18266,7,1.25,3,,Level II survey,Riverine,10/3/2018 4:00:00 AM,0,4,1381,1381,0.09,,HWM1,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
33.649,-79.062,33.649,-79.062,2018 Florence,Debris,Fair: +/- 0.20 ft,NAVD88,RT-GNSS,Andy Caldwell,Stake,Phone/Car GPS,WGS84 (from Digital Map),Andy Caldwell,Andy Caldwell,SCHOR27451,"Mark is located behind a house on Guinere Court and is a stake om debris line with screw screwed into
stake for GPS shooting purposes.",,South Atlantic,SC,Horry County,,No,33.649,-79.062,34139,Waccamaw River,27451,283,2,3,"Mark is located behind 7305 Guinere Court and is a stake om debris line with screw screwed into
stake for GPS shooting purposes.",10/4/2018 4:00:00 AM,11.21,2,6,N/A,18267,7,0,3,,Level II survey,Riverine,10/3/2018 4:00:00 AM,0,4,1381,1381,0.09,,HWM1,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
33.562,-79.084,33.562,-79.084,2018 Florence,Mud,Good: +/- 0.10 ft,NAVD88,RT-GNSS,Andy Caldwell,Nail,Phone/Car GPS,WGS84 (from Digital Map),Andy Caldwell,Andy Caldwell,SCGEO27452,Located at Wacca Wachie Marina on parking lot adjacent to floating walkway to restaurant.,,South Atlantic,SC,Georgetown County,,No,33.562,-79.084,34140,Waccamaw River,27452,283,1,2,Nail driven in to parking lot with orange flagging tape and spray paint. Located at Wacca Wachie Marina on parking lot adjacent to floating walkway to restaurant.,10/4/2018 4:00:00 AM,8.64,2,6,N/A,18264,5,0,3,,Level II survey for the Riverine Flooding mission assignment.,Riverine,10/3/2018 4:00:00 AM,0,4,1381,1381,0.09,,HWM1,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
33.68,-79.041,33.68,-79.041,2018 Florence,Seed line,Good: +/- 0.10 ft,NAVD88,RT-GNSS,Andy Caldwell,Nail and HWM tag,Phone/Car GPS,NAD83,Andy Caldwell,Andy Caldwell,SCHOR27453,"Nail and disk in landscape timbers leading down to Dock A at Osprey Marina near Socastee, SC",,South Atlantic,SC,Horry County,,No,33.68,-79.041,34141,Waccamaw River,27453,283,5,2,"seed line on landscape timbers - Nail and disk in landscape timbers leading down to Dock A at Osprey Marina near Socastee, SC",10/4/2018 4:00:00 AM,10.66,2,6,N/A,18263,6,1.25,3,,Level III survey,Riverine,10/3/2018 4:00:00 AM,0,2,1381,1381,0.14,,HWM1,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
